original_path,original_filename,domain,disposition,target_area,syntax,lines,sha256,top_imports
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_crop_st2.py,_crop_st2.py,download,REWRITE,src/coastline/download,ok,168,2f2604d57fb719f6550211512ba44a5dfc0eb8dc017c6972167d89dd68bb10dc,_tools;datetime;ee;geopandas;math;os;pandas;time
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_crop_st2_B11_localcheck.py,_crop_st2_B11_localcheck.py,download,REWRITE,src/coastline/download,ok,373,c6766766b50e0a5aa980cf8dfdafad1c4022d4ccfbe1b3a586ea8811498e7652,__future__;_tools;datetime;ee;math;os;shutil;time;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_crop_st2_B8_12_localcheck.py,_crop_st2_B8_12_localcheck.py,download,REWRITE,src/coastline/download,ok,465,299d98d0364f16b662f71754cb748fcaa248e574419ab8d8cca899dbce9510d5,__future__;_tools;datetime;ee;math;os;shutil;time;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_crop_st2_rgb.py,_crop_st2_rgb.py,download,REWRITE,src/coastline/download,ok,292,6cd8ad37de411888de24da63eeea31778a8a21d46679487b833bdb4e72996066,_tools;datetime;ee;geopandas;math;os;pandas;time
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_crop_st2_rgb_B11_gdrivecheck.py,_crop_st2_rgb_B11_gdrivecheck.py,download,REWRITE,src/coastline/download,ok,265,15cfe4a6884a8d38dda17e8f7bd0bdc46d3a9aa7bb7aba403cd4300c2f05be24,_tools;datetime;ee;geopandas;math;os;pandas;time;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_crop_st2_rgb_B11_localcheck.py,_crop_st2_rgb_B11_localcheck.py,download,REWRITE,src/coastline/download,ok,461,d84fd9c8862df75651d75e7a6f83fe72e8c009ddec20950016e1738b11970443,__future__;_tools;datetime;ee;math;os;shutil;time;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\gee_download\_tools.py,_tools.py,download,REWRITE,src/coastline/download,ok,127,a5dce513d23e6b16c1a915ee846bef38b43e6a4f551d7cc65cf31c2a737365fb,dbfread;math;os
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mt_vgg16_multi_v1.py,mt_vgg16_multi_v1.py,training,ARCHIVE,src/coastline/training,ok,683,1f82a3ab52948ed04849d4fe1b700ba080c15b70300afa017dd4df6d996f0edb,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mt_vgg16_multi_v2.py,mt_vgg16_multi_v2.py,training,ARCHIVE,src/coastline/training,ok,723,c8cf198ee3c97f2cfc408b12ef1f72182622049cf38275764d50530eb109f1b5,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mt_vgg16_multi_v3.py,mt_vgg16_multi_v3.py,training,ARCHIVE,src/coastline/training,ok,803,558b3aa61f0f396872d36e74d951263dbe0aed13adc5aa198d1d3d277992f9af,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mt_vgg16_multi_v4.py,mt_vgg16_multi_v4.py,training,ARCHIVE,src/coastline/training,ok,854,2ddb0915326d90ab118a16aa83d22357e243dcda1bceb514f5c4e3f62af05bc9,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mt_vgg16_multi_v5.py,mt_vgg16_multi_v5.py,training,ARCHIVE,src/coastline/training,ok,890,6a223f05a2b38ea183823527340ada66357efc45bb040a263b813a183ab6e607,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mt_vit_multi.py,mt_vit_multi.py,training,ARCHIVE,src/coastline/training,ok,444,e5b10e8965331b63bd91193f159c493c7ad340ad0b873d778139a056b3be5d27,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mv_convnext_multi.py,mv_convnext_multi.py,inference,ARCHIVE,src/coastline/inference,ok,456,1b9d8a8c8f2b3f05c3fece1e78569a34ceffc4b7e4c97d5bb649beaccaa22591,geopandas;json;numpy;os;pandas;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mv_convnext_multi_window.py,mv_convnext_multi_window.py,inference,ARCHIVE,src/coastline/inference,ok,801,fb720048e011a1d6df9c0b97447d838c4e058c7858c367f02ce413f6886ab644,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mv_convnext_multi_window_v1.py,mv_convnext_multi_window_v1.py,inference,ARCHIVE,src/coastline/inference,ok,800,b237193dd35d1daa8034c5500d70661ef42c20cb7a44b29861b6e06420a0a10a,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mv_convnext_multi_window_v3.py,mv_convnext_multi_window_v3.py,inference,ARCHIVE,src/coastline/inference,ok,894,bcd3c92c948c565916a5d3f43736a6c3a7fae9228d35b05d43e7ff4597481949,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mv_vgg16_multi_v3.py,mv_vgg16_multi_v3.py,inference,ARCHIVE,src/coastline/inference,ok,462,2150a5d535e72897c4cc2fe05f063fde5c55e115414c4ae731b9e3628562d583,geopandas;json;numpy;os;pandas;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\archive\mv_vgg16_multi_v4.py,mv_vgg16_multi_v4.py,inference,ARCHIVE,src/coastline/inference,ok,490,79fe6833d0b584d41993cc2aa3b4d7ce18dbb5954a5e1245c3cca04f28ba4f26,geopandas;json;numpy;os;pandas;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\band_ablation\ablation_study.py,ablation_study.py,models,REWRITE,src/coastline/models,ok,956,d8a464489980a891876e30642f35ea4bbd502c89b515fa792c91fc4302644d2d,datetime;json;matplotlib;mt_convnext_multi;numpy;os;sys;time
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\band_ablation\mt_convnext_multi.py,mt_convnext_multi.py,training,REWRITE,src/coastline/training,ok,851,6e94a87b2e373671334aabb88fd3aba039c48d9999bf1e375bae3c68040aa633,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\band_ablation\run_ablation_simple.py,run_ablation_simple.py,models,REWRITE,src/coastline/models,ok,118,838bb6ce3621d7ccc2bfae357bdbf2c61064eed1d8a13f2426ddddf8c692d7c5,mt_convnext_multi;os;sys;time
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_convnext_multi.py,mv_convnext_multi.py,inference,REWRITE,src/coastline/inference,ok,472,83bf159c8a30472664834f3910a674a631bb11417aa659dba76eecbc7910cf8a,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_convnext_multi_atten.py,mv_convnext_multi_atten.py,inference,REWRITE,src/coastline/inference,ok,819,003f3ef2902311796560b13bfb6757d4f843b803cfa02cacc84724ec2ac5ec23,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_densenet121_multi.py,mv_densenet121_multi.py,inference,REWRITE,src/coastline/inference,ok,453,d7169b5022c2e24b7dbfc0809707fff2079ef58f98fb6c298629197778fcbe91,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_efficientnet_multi.py,mv_efficientnet_multi.py,inference,REWRITE,src/coastline/inference,ok,618,da59fe422e4702eb82e6a5304a71cbbc31d89bdc7b09bbee5c41fb35d5c2ffc2,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_eva02_multi.py,mv_eva02_multi.py,inference,REWRITE,src/coastline/inference,ok,610,5012a66f98b04b43eb6e3385faa19b3aea546cd42d5f43e592be9df207a5dda6,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;timm;torch;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_fastervit_multi.py,mv_fastervit_multi.py,inference,REWRITE,src/coastline/inference,ok,547,7c3e61da0c47135d6be559fd4f9250ad833d860f5e80dc2ead03b37a4302f7a1,fastervit;geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_inceptionv3_multi.py,mv_inceptionv3_multi.py,inference,REWRITE,src/coastline/inference,ok,453,96a10c7550b9c96a53580bedddf6e5b6bd3dbdd29b4214ea42dabc1364bc3432,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_resnet50_multi.py,mv_resnet50_multi.py,inference,REWRITE,src/coastline/inference,ok,427,c8ecaf1f871e5dd2bb2bcd9681ab46f702320b2795c14bb52eeeb4f96dcbff2d,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_siglip2_multi.py,mv_siglip2_multi.py,inference,REWRITE,src/coastline/inference,ok,655,847161c55ac71fc436fc233bb767822daac4adf8970bb5dea06412fcc77b5664,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;timm;torch;tqdm;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\GG\mv_vgg16_multi.py,mv_vgg16_multi.py,inference,REWRITE,src/coastline/inference,ok,418,fe12feef92d1098c58d625c38539dda13ae6bc31c02b1d6262ef4262ed3e1b6b,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_class_sensitive.py,mv_convnext_class_sensitive.py,inference,ARCHIVE,src/coastline/inference,ok,727,a1f596664bae82c2f997d0dcf9327deecd1d88a8ea7803243f628d351c3d9bd0,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_class_sensitive_v1.py,mv_convnext_class_sensitive_v1.py,inference,ARCHIVE,src/coastline/inference,ok,931,d14a1c5d04adcc1975a53b0bdcac131537d589cd68eb6fccc6a94b745ff5239e,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_class_sensitive_v2.py,mv_convnext_class_sensitive_v2.py,inference,ARCHIVE,src/coastline/inference,ok,852,f0d3f2662fcb44e3086577bbddd4c648c20588f94412e7d87e287ba517758e0e,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;rasterio;seaborn;sklearn;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_class_sensitive_v3.py,mv_convnext_class_sensitive_v3.py,inference,ARCHIVE,src/coastline/inference,ok,963,063c4983496566061c6fed1c4e43db970adca2f9eeae0cb38dd5093f32bd8d48,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;rasterio;seaborn;sklearn;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_class_sensitive_v4.py,mv_convnext_class_sensitive_v4.py,inference,ARCHIVE,src/coastline/inference,ok,1000,a101054bc2b59ae8d7ee5f8ba3b9522c11c3ff6b9146dfa484bac64cd6a11e1e,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;rasterio;seaborn;sklearn;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_multi.py,mv_convnext_multi.py,inference,ARCHIVE,src/coastline/inference,ok,778,29a4a7be82a6933d8740fc3a9da4604f518aada04aac24dac89e7572346530f7,geopandas;json;matplotlib;numpy;os;pandas;rasterio;seaborn;sklearn;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_multi_st.py,mv_convnext_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,553,67b04c26fb54589e3c2205cc3cd4fd3ac3cf4fec725f26f43322303520afd32e,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_multi_st_v1.py,mv_convnext_multi_st_v1.py,inference,ARCHIVE,src/coastline/inference,ok,612,518517aae3478628e320c09a1e7e119af102b6ca3e0188c31586635409ad4e95,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_convnext_multi_v1.py,mv_convnext_multi_v1.py,inference,ARCHIVE,src/coastline/inference,ok,822,ba6021242df7b2aa80a7c32aab39eeccc3c772cda20edc769c492b8aa6ac5ae1,geopandas;json;matplotlib;numpy;os;pandas;rasterio;seaborn;sklearn;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_densenet121_multi_st.py,mv_densenet121_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,785,03c609bffc9614648d20d1c0df09b765be61920ed4be2c137b8b16a86c40ee00,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_efficientnet_multi_st.py,mv_efficientnet_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,727,b6b978eeb4a4ee90f494e4fc990bd182eb120239990d64918598dd29b6df4b94,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_eva02_multi_st.py,mv_eva02_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,887,6edf5252d4c12b75158dd1978d8298b8ce6da68667fca10710aed47d4c507352,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;timm;torch;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_inceptionv3_multi_st.py,mv_inceptionv3_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,775,15460b056cb1a7160bfc26c85e95e129e1ba9faaa405dcfab7c6b3a6f0c19144,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_only_test.py,mv_only_test.py,inference,ARCHIVE,src/coastline/inference,ok,765,ec44c73e0844c3b968948115a5aab538cbd8d71c644b742d3012925378fc601f,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_resnet50_multi_st.py,mv_resnet50_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,886,69d86da396a7709e3ba330a98bce85aef40d2665362cfabb67fa26b4f5401998,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\archive\mv_vgg16_multi_st.py,mv_vgg16_multi_st.py,inference,ARCHIVE,src/coastline/inference,ok,784,d93b35a43b550ea6c93d0d7c099ee2f47875b8e7605b14b6e5e1c8f2ccd96e7d,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_convnext_multi_st_v2.py,mv_convnext_multi_st_v2.py,inference,MERGE,src/coastline/inference,ok,740,9b3035749ba2355730a11656828f74892fd89a82fab82e3be209d8381b310421,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_convnext_multi_st_v202603.py,mv_convnext_multi_st_v202603.py,inference,MERGE,src/coastline/inference,ok,490,fe34029501712766d7f8212021f243a51be9da1f6ee97532b538965cd5711142,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_convnextv2_multi_st_aligned_fallback14.py,mv_convnextv2_multi_st_aligned_fallback14.py,inference,REWRITE,src/coastline/inference,ok,951,6cbf71f01b31ca5a417c0f532b5f8d0f76c9b2123a3ecbd0b79246f386004c22,collections;geopandas;json;math;numpy;os;pathlib;rasterio;timm;torch;tqdm;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_densenet121_multi_st.py,mv_densenet121_multi_st.py,inference,REWRITE,src/coastline/inference,ok,947,b9d7ba889ffa2482ab54751d783d9f5eb77620e3c7fba34278f27bbe99cbe223,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_efficientnet_multi_st.py,mv_efficientnet_multi_st.py,inference,REWRITE,src/coastline/inference,ok,925,be4ee3ccdd60619a401471463a241af7341ffa24a419dd6472c4f3e481f0b915,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_eva02_multi_st.py,mv_eva02_multi_st.py,inference,REWRITE,src/coastline/inference,ok,930,e9e27b33dda5828c56520351d1e446c0b75ef841c1060a0bc806f341ac0eb7ab,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;re;timm;torch;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_inceptionv3_multi_st.py,mv_inceptionv3_multi_st.py,inference,REWRITE,src/coastline/inference,ok,1024,59f9603902f55937ad20fd2220659e6762ce42edb2f9dca8195fdcec1b8dec36,argparse;geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_resnet50_multi_st.py,mv_resnet50_multi_st.py,inference,REWRITE,src/coastline/inference,ok,780,952237dbcaa3ac2e4f4ebd95cd0f2d05c3e926d4d11837eeebbc720e1a518072,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_siglip2_multi_st.py,mv_siglip2_multi_st.py,inference,REWRITE,src/coastline/inference,ok,1010,db79117d51120d9457dc145769016dc43b1fcd0bcc7100a9e61455f4a29ea960,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;timm;torch;tqdm;traceback;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\ST\mv_vgg16_multi_st.py,mv_vgg16_multi_st.py,inference,REWRITE,src/coastline/inference,ok,830,f07f9b623d5e428f13edb0f59fc64e646b73265b9a0ed5037de56989b68024e5,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_convnext_multi.py,mv_convnext_multi.py,inference,REWRITE,src/coastline/inference,ok,416,2d571030ac07d3298941738744c12697aaf332c656a507c952befe7bb9d8f6a0,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_densenet121_multi.py,mv_densenet121_multi.py,inference,REWRITE,src/coastline/inference,ok,450,4ce620d1db37e7efa00fa511c47d5b4f977d53e5f2349189c1f3259d74c165c8,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_efficientnet_multi.py,mv_efficientnet_multi.py,inference,REWRITE,src/coastline/inference,ok,556,735ab6faa06ce814fa6edb4ad1b7dac0fb35cb18b544cab439dc4553c6a2e81a,geopandas;json;numpy;os;pandas;pathlib;pickle;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_eva02_multi.py,mv_eva02_multi.py,inference,REWRITE,src/coastline/inference,ok,608,38bc01135b8beedbdeeca133c51ab33829a6b65c5b40b5614f0c208f9d89cf75,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;timm;torch;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_inceptionv3_multi.py,mv_inceptionv3_multi.py,inference,REWRITE,src/coastline/inference,ok,438,8e85e763e32d23036acb0e181f63ce87a739c0cee7a1003f7c24f04d33e914fa,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_resnet50_multi.py,mv_resnet50_multi.py,inference,REWRITE,src/coastline/inference,ok,420,132271e6b6241ff9d3b7de7cf0ed5f39f54ecb3b796fbe4f57743346b6623e87,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_siglip2_multi.py,mv_siglip2_multi.py,inference,REWRITE,src/coastline/inference,ok,593,1ef596a4f3a09cde6293c41d0f0af8e34e3491701bbbc0cc86fc98b853e081a1,geopandas;json;numpy;os;pandas;pathlib;rasterio;re;timm;torch;tqdm;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\inference\代码交付\mv_vgg16_multi.py,mv_vgg16_multi.py,inference,REWRITE,src/coastline/inference,ok,413,f7ae3535f5e9c318f793c3dafab8b5a828417a50db436c1a7ff52b36c2c596e2,geopandas;json;numpy;os;pandas;pathlib;rasterio;torch;torchvision;tqdm;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_convnext_multi.py,mt_convnext_multi.py,training,REWRITE,src/coastline/training,ok,988,dfbe4ebcf1a21afffdba4ab44f4fe21737ba0c305892a66d55e0197a5059509e,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_convnext_multi_atten.py,mt_convnext_multi_atten.py,training,REWRITE,src/coastline/training,ok,1536,272a999e8c2bad0c841485d76d6ab530bc52cc96613f0560298db8aad627e113,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_densenet121_multi.py,mt_densenet121_multi.py,training,REWRITE,src/coastline/training,ok,1004,838ef378336d6bc8c36303a12a2e780ab0b0d716e88b69d900b872b67933f8b4,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_efficientnet_multi.py,mt_efficientnet_multi.py,training,REWRITE,src/coastline/training,ok,1016,f543f80c50ec8c4c7154f4c7bbbe11413789b6ecd5a6ad6e276dfcd6ae31952b,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_eva02_multi.py,mt_eva02_multi.py,training,REWRITE,src/coastline/training,ok,1035,445dae3f69bd46b4a4b8787a236126d632870aacefbc5f58b5dba0a0c0e2fc4b,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_eva02_multi_v1.py,mt_eva02_multi_v1.py,training,MERGE,src/coastline/training,ok,1059,1c107a78fede430dbf6a74c2d6fe03eb1d5a09e93fe8bf60aeafd2a5148ff435,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_fastervit_multi.py,mt_fastervit_multi.py,training,REWRITE,src/coastline/training,ok,940,d9b7de7e69d034f1e9aa79277eeb88870f87bd0be80918437e1b07101e2878fd,fastervit;geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_fastervit_multi_error.py,mt_fastervit_multi_error.py,training,ARCHIVE,src/coastline/training,ok,1092,9f997ee36ce20876a8b2c70243f8055ac88d51b02f941f8faeeea676de46cb53,collections;copy;fastervit;geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;ssl;time;torch;urllib;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_fastervit_multi_test.py,mt_fastervit_multi_test.py,training,REWRITE,src/coastline/training,ok,982,4a1aadb80daa1a94b99e66e4e48918b0849f64a7bd3dddfcdb3006b50a98ec0d,fastervit;geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_fastervit_multi_v1.py,mt_fastervit_multi_v1.py,training,MERGE,src/coastline/training,ok,1009,3d04b037bf59c7d8904e139df2487cdeebb1713d11f142ccca3ebbf6e8104299,fastervit;geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_iformer_multi.py,mt_iformer_multi.py,training,REWRITE,src/coastline/training,ok,1053,540a27b3b40d42a577c23b5335e939a278ef3b5d0480c42b84a0e99faf56379f,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;warnings
