original_path,original_filename,domain,disposition,target_area,syntax,lines,sha256,top_imports
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_inceptionv3_multi.py,mt_inceptionv3_multi.py,training,REWRITE,src/coastline/training,ok,1000,e2e49452bec3aeda3577846117d78b4d860bde7b6ba806ffffdf6c28b19eb13b,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_naflexvit_multi.py,mt_naflexvit_multi.py,training,REWRITE,src/coastline/training,ok,1035,65dc6bddb15c207a7a9d9463460db99d8d25aa34c6169d8b7d15983a40e833ea,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_resnet50_multi.py,mt_resnet50_multi.py,training,REWRITE,src/coastline/training,ok,1048,ef324031a0ea631b303ca0dcd3d0827be59d2ae9d78e5d48e1eb6f2067b79565,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_siglip2_multi.py,mt_siglip2_multi.py,training,REWRITE,src/coastline/training,ok,1183,3368e90044e6d05cebff600dfcf74c07f5c1a47a512b5532078a8493322760be,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_siglip2_multi_v1.py,mt_siglip2_multi_v1.py,training,MERGE,src/coastline/training,ok,1188,9075db960b75b67d8958811da51e3b08d1ee5c322661c74ed7ec374f4b14a556,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\GG\mt_vgg16_multi.py,mt_vgg16_multi.py,training,REWRITE,src/coastline/training,ok,1060,406897dff8102db56a28f46878eb9c0994a62b76878a37a6dfe3d014f9463d7e,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_atten_multi_st.py,mt_convnext_atten_multi_st.py,training,ARCHIVE,src/coastline/training,ok,1089,d0121a0a00c71fef508db79909c5e52e4acbcef4018a87a6b86c3b6dbb1d727b,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;timm;torch;torchvision;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_atten_multi_st_v1.py,mt_convnext_atten_multi_st_v1.py,training,ARCHIVE,src/coastline/training,ok,1200,d81af81fd8a211f13965782932c95d2aa6416c7a2446ccbc969c6867440fdb83,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;timm;torch;torchvision;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_atten_multi_st_v2.py,mt_convnext_atten_multi_st_v2.py,training,ARCHIVE,src/coastline/training,ok,1196,c22e8fea52aec1b1e29b687e2475199b2d6e871dc20c5141af47b5135a70401d,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;timm;torch;torchvision;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive.py,mt_convnext_class_sensitive.py,training,ARCHIVE,src/coastline/training,ok,1128,b953cca363fc695bd76dca3f66eaa2083e47df02b823406f1323fa8789eafce2,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v1.py,mt_convnext_class_sensitive_v1.py,training,ARCHIVE,src/coastline/training,ok,1028,4f3d944940028460438a8315130f347801f7ab1d4c7b66c6779a04ea7d05afb8,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v2.py,mt_convnext_class_sensitive_v2.py,training,ARCHIVE,src/coastline/training,ok,1003,d4716ce0725d573e200ed91ec5b1407538c646ca44415cef09fad16a577fe6a6,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v3.py,mt_convnext_class_sensitive_v3.py,training,ARCHIVE,src/coastline/training,ok,1246,62fb64573b6265bbdcaa9a5125a278e9c50463061334ed36e17a9510d59b0ade,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v3_aug.py,mt_convnext_class_sensitive_v3_aug.py,training,ARCHIVE,src/coastline/training,ok,1285,4fd962648422a30fc450b2fbea785b2ff72a5eee91f2936c03fb7988992ba208,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v4.py,mt_convnext_class_sensitive_v4.py,training,ARCHIVE,src/coastline/training,ok,312,abda5198963b8d711433802aaf924a4e638936f9da7b4f4fb14a495b733fe2ee,geopandas;json;math;numpy;os;pathlib;pickle;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v5.py,mt_convnext_class_sensitive_v5.py,training,ARCHIVE,src/coastline/training,ok,1444,bbf0b115e6f7e27a49ef82c23fbb370b18b9c14d5450fdfb07d31767f59010da,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_class_sensitive_v6.py,mt_convnext_class_sensitive_v6.py,training,ARCHIVE,src/coastline/training,ok,1552,7dfd692eba4b9fcea2aaffe4209c35b8a023160b35614a73a4d0c7ea3b46fb03,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_convnext_multi_st.py,mt_convnext_multi_st.py,training,ARCHIVE,src/coastline/training,ok,1000,5b672779f3446abae6087397d9105c0043ab2e0cbb5f46224d6dda521024d505,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\archive\mt_inceptionv3_multi_st.py,mt_inceptionv3_multi_st.py,training,ARCHIVE,src/coastline/training,ok,1260,4eb29aca9960e76d184fc2e5a0e6ce4781253a468f0ff6fe020ac974173b4dda,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\draft.py,draft.py,training,ARCHIVE,src/coastline/training,ok,28,836091768b4b9a01e55268b6851a92f106a4f95a251a8b3e2df2c742f09d6d89,geopandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_convnext_atten_st.py,mt_convnext_atten_st.py,training,REWRITE,src/coastline/training,ok,1324,544c25c5ac8dd65d48039a32200c0e3cafe2ccb48258bc788ff0a429a300dc2e,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_convnext_atten_st_v0320.py,mt_convnext_atten_st_v0320.py,training,MERGE,src/coastline/training,ok,1496,9b4e92f06be74a48aae0afadfbfb2485b72649917e1abd0cb9cc45951b2775bc,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_convnext_atten_st_v1.py,mt_convnext_atten_st_v1.py,training,MERGE,src/coastline/training,ok,1086,4323ce5b81cdfd4034ac6e35fc656c743c7cd1987a771a61459b528cdd6770ce,collections;datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;timm;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_convnext_atten_st_v2.py,mt_convnext_atten_st_v2.py,training,MERGE,src/coastline/training,ok,859,ffe7342614c4b002a41fc6786876d4f77eb0474d2a1db834887a8338b31bc061,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_convnext_atten_st_v3.py,mt_convnext_atten_st_v3.py,training,MERGE,src/coastline/training,ok,1097,938be7cfe6768a2aebe6540e23dd5f5c2281282d5adc27c8f9f1a99a60cb23b7,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;seaborn;sklearn;time;torch;torchvision;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_convnext_multi_st_v2.py,mt_convnext_multi_st_v2.py,training,MERGE,src/coastline/training,ok,1008,1538bf81d4d57c0fe21e67dbc25aa6f5984cab2874d352842688607a7f049fec,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_densenet121_multi_st.py,mt_densenet121_multi_st.py,training,REWRITE,src/coastline/training,ok,1178,8a05ac81c9b1922f2db0b504b3f7507e54371946bf9934a3ff57ece3d91c1e41,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_efficientnet_multi_st.py,mt_efficientnet_multi_st.py,training,REWRITE,src/coastline/training,ok,1054,d704304618211934d47062b02b46871a3f72ac4213de6bbee5089c40c6dbfc1d,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_eva02_multi_st.py,mt_eva02_multi_st.py,training,REWRITE,src/coastline/training,ok,1339,2697f9cfe0910b1ece87d3b01787658b9c4ba6c12af2c1b6f0cf691daae3dd50,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;timm;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_inceptionv3_multi_st.py,mt_inceptionv3_multi_st.py,training,REWRITE,src/coastline/training,ok,1236,a75d14fa11fac50ea466d5aab4e33fa3bd83fa439f64f110f74d0fc0e2f548c6,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_resnet50_multi_st.py,mt_resnet50_multi_st.py,training,REWRITE,src/coastline/training,ok,1198,e8dc1452fe5a635417904eabfde4bc3cf93e7d06ebd54a4b57bd7b22a8c3b364,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_siglip2_multi_st.py,mt_siglip2_multi_st.py,training,REWRITE,src/coastline/training,ok,1364,7ffd61751b7a92cfa8f21ef74204068d7a900f7addf1a5b6047d75052c99a9c7,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;timm;torch;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\mt_vgg16_multi_st.py,mt_vgg16_multi_st.py,training,REWRITE,src/coastline/training,ok,1173,40c2f95213bfcda31a11a5673be073ff41eccbfffdb119f8b9738f52dc2441e9,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_base_st_v1.py,mt_convnextv2_base_st_v1.py,training,ARCHIVE,src/coastline/training,ok,1634,1a56b41872a71ef436fd5a1d30a2b4ba5cce704bea23b2ee6728dd7e9a1ce6ab,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_base_st_v2.py,mt_convnextv2_base_st_v2.py,training,ARCHIVE,src/coastline/training,ok,1716,50cff4869ff3557c37690f7f16fa78143173d804b6bebfd977f8fdce368994eb,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_base_st_v3.py,mt_convnextv2_base_st_v3.py,training,ARCHIVE,src/coastline/training,ok,1682,9dc43ae24173af05f692dd883c02ed24b0397aa01fd7f9c8e9faf59d51676140,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_base_st_v4.py,mt_convnextv2_base_st_v4.py,training,ARCHIVE,src/coastline/training,ok,1775,3c48ebc5b7185a3760b865428282e6ea29c1e8a27b95689126aee0093990254c,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_base_st_v5.py,mt_convnextv2_base_st_v5.py,training,ARCHIVE,src/coastline/training,ok,1776,d9fa17d8dac0ec00717ac4b543b4e4d0aff70ba0b2b9aefa31cf56f8197ce36a,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_multi_st2.py,mt_convnextv2_multi_st2.py,training,ARCHIVE,src/coastline/training,ok,1716,222f08aea3892e40af7a3a116aea9b12db07b150b14a2db2e8c3fee9518db015,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_tiny_st_v1.py,mt_convnextv2_tiny_st_v1.py,training,ARCHIVE,src/coastline/training,ok,1717,a73b1c6fad36b4e4c728f947c9afe5acf73dc9a3e7f46544aee23c5b531de0ab,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\mt_convnextv2_tiny_st_v4.py,mt_convnextv2_tiny_st_v4.py,training,ARCHIVE,src/coastline/training,ok,1683,d27f750409f1a7bb620645175bd176b81ab01137ba78d889d1d31f7fccb57d62,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\检查更新后的权重参数.py,检查更新后的权重参数.py,training,ARCHIVE,src/coastline/training,ok,162,4fc8d2aa5c3a560d96190246866c9abbbf7ad1067eb822221e1931f0a1b3618e,__future__;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\临时测试\检查更新后的权重参数_v5.py,检查更新后的权重参数_v5.py,training,ARCHIVE,src/coastline/training,ok,200,f2fe0a7b9b856f9555048ad4466427f8d29bce5b021e9d8db55923298e4c85c9,__future__;pprint;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_convnextv2_epoch_infer_time.py,_convnextv2_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,260,4ea41629bba7d4c6e8e7206cdfa0b5f731f2e0b60d2cf0c8053b13cbe7969259,csv;mt_convnextv2_base_st;os;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_convnextv2_epoch_infer_time_hot.py,_convnextv2_epoch_infer_time_hot.py,training,REWRITE,src/coastline/training,ok,578,48397a3d9fbf2d15a5e482335b5021feae0001b68ac9e35ccd40dfbcc36cb1a3,csv;gc;mt_convnextv2_base_st;numpy;os;pathlib;pickle;random;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_densenet121_epoch_infer_time.py,_densenet121_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,361,93082587cce0d0d2b6782ed0a9635f59612cc20fa6044fafe4af355b25ad6004,csv;mt_densenet121_st;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_efficientnet_epoch_infer_time.py,_efficientnet_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,361,954be02814f1776ff0c6cb0b531da3dbf0878b3f9c07b681be68e38aa3980fc9,csv;mt_efficientnet_st;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_eva02_epoch_infer_time.py,_eva02_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,374,225c66f75c3912f5fbe994bafba86f369b13b20dc295422336901c65e00550a4,csv;mt_eva02_st;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_inceptionv3_epoch_infer_time.py,_inceptionv3_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,361,99487a50d7a38f980ff1d21ea84eb66aff57fac61a26c28a45cecc045374347c,csv;mt_inceptionv3_st;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_resnet50_epoch_infer_time.py,_resnet50_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,362,e2008078e0c44ca659c86d2a2aa154aae0cf562570022f1f1e5c2142870b587f,csv;mt_resnet50_st;os;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_siglip2_epoch_infer_time.py,_siglip2_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,426,eaa052f82e03b5b2f54db328ec9831e513bcc9ee1567c8658995b87765284f73,csv;gc;mt_siglip2_st;numpy;pathlib;pickle;random;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\_vgg16_epoch_infer_time.py,_vgg16_epoch_infer_time.py,training,REWRITE,src/coastline/training,ok,363,e534266d40043a24ef4d40103be3671407f47e3d733825fe7b88d8f8ced70cc6,csv;mt_vgg16_st;os;pathlib;pickle;time;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_convnextv2_base_st.py,mt_convnextv2_base_st.py,training,REWRITE,src/coastline/training,ok,1776,d9fa17d8dac0ec00717ac4b543b4e4d0aff70ba0b2b9aefa31cf56f8197ce36a,collections;datetime;gc;geopandas;json;math;matplotlib;numpy;os;pathlib;pickle;random;rasterio;seaborn;shutil;sklearn;time;timm;torch;traceback
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_densenet121_st.py,mt_densenet121_st.py,training,REWRITE,src/coastline/training,ok,1514,2f56708da2b67c91120d3e2622549db10821feb5df3c79171e98798ac777306a,collections;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_efficientnet_st.py,mt_efficientnet_st.py,training,REWRITE,src/coastline/training,ok,1338,f5282e7c0720ae17bc14344d43f0aabde12faf1b2454da4e573ab180d524c61e,collections;datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_eva02_st.py,mt_eva02_st.py,training,REWRITE,src/coastline/training,ok,1621,2a8e21b67a7040ea0688988098f260a7ef4a4826364967dc96aafa85d28bc837,collections;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;timm;torch;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_inceptionv3_st.py,mt_inceptionv3_st.py,training,REWRITE,src/coastline/training,ok,1563,7ba0db13aa724c2026705196130a8c8895712cb6f0fbadb1042466acb4b2d411,collections;datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_resnet50_st.py,mt_resnet50_st.py,training,REWRITE,src/coastline/training,ok,1497,1dfd2ce4ae8d076b734220552ff1108a0d98ed66c93a378449fd60dc3ffa20c7,collections;datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_siglip2_st.py,mt_siglip2_st.py,training,REWRITE,src/coastline/training,ok,1697,8ea58551a29c375ae153f73b123266738a296f9d1ee23ab48f7dc7b227cc4c4c,collections;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;timm;torch;transformers;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\ST\注意力机制\mt_vgg16_st.py,mt_vgg16_st.py,training,REWRITE,src/coastline/training,ok,1458,347c4aa1c7ca4f1715d8dcd1c1959f9bdf42fe8a3422d1f3cf49db9db9f6999a,collections;datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_ccesar_multi.py,mt_ccesar_multi.py,training,ARCHIVE,src/coastline/training,ok,497,4721c5b6fd6acc1a6301e8831723064a0df4cd3068da2846119a3190c819b4c3,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_convnext_multi.py,mt_convnext_multi.py,training,ARCHIVE,src/coastline/training,ok,851,244738de46fe261988e0d1c44dff140d8ff4740a4c9e0c74c053dba6967ffe30,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_convnext_multi_window.py,mt_convnext_multi_window.py,training,ARCHIVE,src/coastline/training,ok,915,af5219515eb347cea66f6dc80898971423be8c6b8f3a94e41fc6e9f6c5fb3d37,datetime;json;math;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_convnext_multi_window_v1.py,mt_convnext_multi_window_v1.py,training,ARCHIVE,src/coastline/training,ok,948,7a267ca53618ab20feadc8eda8246658c10013eb9dd588fb2d2e3943bddc3d46,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_convnext_multi_window_v2.py,mt_convnext_multi_window_v2.py,training,ARCHIVE,src/coastline/training,ok,984,ace1f6d9a05489b66d9d0f300b2ef1cd0f3f369de90d0f1d6f1d092b875f6857,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_convnext_multi_window_v3.py,mt_convnext_multi_window_v3.py,training,ARCHIVE,src/coastline/training,ok,1303,ca3cade28a2247c84452db112196df76ddfbb2b88c5c629034ccdd8f2a19ca7b,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_convnextv2_multi.py,mt_convnextv2_multi.py,training,ARCHIVE,src/coastline/training,ok,950,ce3b3be8b6d2f096078f754c4902d286644af2be3e77e9199e0db563cea22710,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;timm;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_densenet121_multi.py,mt_densenet121_multi.py,training,ARCHIVE,src/coastline/training,ok,858,34b07caa0f100fc4184803166e62cd39470637ddbaa5235d2dc32dc8ed7ea586,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_efficientnet_multi.py,mt_efficientnet_multi.py,training,ARCHIVE,src/coastline/training,ok,852,91298a8d29f910612a1c9ac4a602707d4d7e696d00c4950bb637c0e28420a5ef,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_inceptionv3_multi.py,mt_inceptionv3_multi.py,training,ARCHIVE,src/coastline/training,ok,845,b16dd4d91e4443cc231b62a023ebd090138a858236a1f22983603f9e366dd07b,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_repvit_multi.py,mt_repvit_multi.py,training,ARCHIVE,src/coastline/training,ok,929,deace4a2c584d6a2b11883c1265789fa131a8473698f8d9989ecb306f5d0db09,datetime;inspect;json;matplotlib;numpy;os;pandas;rasterio;time;timm;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_resnet50_multi.py,mt_resnet50_multi.py,training,ARCHIVE,src/coastline/training,ok,866,a65196be5c661387be982e389f661fbd68c927e45785210a11beb625e2443e4d,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
